ride_id,user_id,captain_id,ride_date,pickup_loc,drop_loc,distance_km,duration_min,ride_status
RIDE012039,user05411,CP00228,8/22/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",13,103,completed
RIDE012040,user04630,CP01013,6/19/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",5.83,46,completed
RIDE012041,user04140,CP00860,8/29/2025,"Indiranagar, Bangalore","MG Road, Bangalore",6.81,46,completed
RIDE012042,user04678,CP00027,2025-06-18,"Indiranagar, Bangalore","Whitefield, Bangalore",4.01,33,completed
RIDE012043,user09140,CP01083,2025-08-31,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",16.38,104,completed
RIDE012044,user07121,CP02056,,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",4.16,24,completed
RIDE012045,user05824,CP01403,8/27/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",17.99,120,cancelled
RIDE012046,user09810,CP01397,8/15/2025,"Koramangala, Bangalore","Whitefield, Bangalore",9.38,43,completed
RIDE012047,user11638,CP01353,8/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",13.99,120,completed
RIDE012048,user12739,CP01786,7/26/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",10.17,60,completed
RIDE012049,user03893,CP01471,5/6/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",17,120,completed
RIDE012050,user10142,CP00549,8/27/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",11.6,91,completed
RIDE012051,user02267,CP02251,8/27/2025,"Koramangala, Bangalore","Whitefield, Bangalore",10.45,75,completed
RIDE012052,user05281,CP00466,07/25/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",14.25,111,completed
RIDE012053,user00125,CP01445,8/15/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",13.49,115,completed
RIDE012054,user00597,CP02255,2025-08-24,"MG Road, Bangalore","Koramangala, Bangalore",17.03,120,completed
RIDE012055,user01166,CP00864,7/14/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",11.97,68,completed
RIDE012056,user11430,CP01495,2025-07-08,"Indiranagar, Bangalore","Whitefield, Bangalore",9.43,49,cancelled
RIDE012057,user03408,CP01417,8/1/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",8.88,76,completed
RIDE012058,user11407,CP01377,7/5/2025,"Indiranagar, Bangalore","MG Road, Bangalore",9.51,102,completed
RIDE012059,user00641,CP00513,06/04/2025,"Charminar, Hyderabad","Banjara Hills, Hyderabad",4.35,30,completed
RIDE012060,user10922,CP01323,08/20/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",14.49,74,completed
RIDE012061,user06366,CP00655,2025-07-30,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",9.26,91,completed
RIDE012062,user08019,CP01111,2025-06-27,"Secunderabad, Hyderabad","Charminar, Hyderabad",5.93,36,completed
RIDE012063,user13530,CP00208,2025-08-04,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",7.33,57,completed
RIDE012064,user07087,CP01683,8/24/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",15.52,96,completed
RIDE012065,user07496,CP01936,07/25/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",13.35,120,completed
RIDE012066,user12946,CP00174,8/31/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",11.31,95,completed
RIDE012067,user03531,CP01073,2025-06-03,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",14.11,120,completed
RIDE012068,user14517,CP01994,07/27/2025,"MG Road, Bangalore","Indiranagar, Bangalore",6.7,40,cancelled
RIDE012069,user08865,CP00271,9/1/2025,"MG Road, Bangalore","Indiranagar, Bangalore",10.99,64,completed
RIDE012070,user07612,CP01763,8/10/2025,"Banjara Hills, Hyderabad","Charminar, Hyderabad",11.32,73,cancelled
RIDE012071,user00893,CP01224,8/24/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",5.88,51,cancelled
RIDE012072,user06530,CP00243,7/12/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",16.01,113,completed
RIDE012073,user07578,CP00739,2025-06-29,"Koramangala, Bangalore","Whitefield, Bangalore",4.58,26,completed
RIDE012074,user02376,CP00825,2025-07-27,"Indiranagar, Bangalore","Jayanagar, Bangalore",17.73,120,completed
RIDE012075,user05281,CP00722,7/29/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",14.52,120,completed
RIDE012076,user04117,CP01308,7/3/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",2.74,19,completed
RIDE012077,user00115,CP02292,7/6/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",18,96,completed
RIDE012078,user09355,CP01968,2025-07-06,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",9.26,89,completed
RIDE012079,user04912,CP00941,8/30/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",10.52,92,completed
RIDE012080,user14373,CP01719,8/22/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",17.03,120,completed
RIDE012081,user07263,CP01543,8/19/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",4.92,51,completed
RIDE012082,user01140,CP00198,8/13/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",6.07,54,completed
RIDE012083,user04292,CP01624,2025-06-19,"Whitefield, Bangalore","Jayanagar, Bangalore",5.2,53,completed
RIDE012084,user01000,CP00516,2025-08-06,"Banjara Hills, Hyderabad","Charminar, Hyderabad",10.1,69,completed
RIDE012085,user04610,CP01704,7/2/2025,"Indiranagar, Bangalore","MG Road, Bangalore",8.72,48,completed
RIDE012086,user03070,CP01403,7/31/2025,"Koramangala, Bangalore","Whitefield, Bangalore",8.78,62,completed
RIDE012087,user11929,CP01190,8/28/2025,"Koramangala, Bangalore","Whitefield, Bangalore",11.37,86,completed
RIDE012088,user14391,CP00724,2025-08-10,"Whitefield, Bangalore","Koramangala, Bangalore",8.72,51,completed
RIDE012089,user00223,CP02442,8/22/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",17.4,111,completed
RIDE012090,user13300,CP00359,6/22/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",8.16,96,completed
RIDE012091,user01071,CP00528,8/16/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",11.56,95,completed
RIDE012092,user11896,CP00270,2025-08-24,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",7.85,65,cancelled
RIDE012093,user04494,CP02080,8/24/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",4.99,33,completed
RIDE012094,user07715,CP00740,6/5/2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",15.24,117,completed
RIDE012095,user07564,CP01011,6/29/2025,"Jayanagar, Bangalore","Whitefield, Bangalore",10.86,66,completed
RIDE012096,user10255,CP00063,,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",13.97,120,completed
,user10421,CP02101,,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",3.18,26,completed
RIDE012098,user12963,CP00943,8/31/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",13.6,104,completed
RIDE012099,user14948,CP00733,8/7/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",6.62,45,completed
RIDE012100,user00861,CP00333,8/13/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",11.54,102,completed
RIDE012101,user08003,CP02034,2025-08-28,"Gachibowli, Hyderabad","Charminar, Hyderabad",17.55,119,completed
RIDE012102,user09420,CP00690,8/30/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",15.62,108,completed
RIDE012103,user11748,CP00528,8/18/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",14.34,77,completed
RIDE012104,user07983,CP01414,2025-09-01,"Indiranagar, Bangalore","MG Road, Bangalore",9.3,81,completed
RIDE012105,user14535,CP02134,2025-09-01,"Charminar, Hyderabad","Jubilee Hills, Hyderabad",7.16,60,completed
RIDE012106,user05068,CP00647,8/18/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",15.52,93,completed
RIDE012107,user14138,CP01627,2025-08-23,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",13.54,120,completed
RIDE012108,user08667,CP01838,2025-07-30,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",9.4,77,completed
RIDE012109,user14265,CP01389,8/8/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",14.52,120,completed
RIDE012110,user02390,CP01603,7/30/2025,"Koramangala, Bangalore","Whitefield, Bangalore",9.27,42,completed
RIDE012111,user05948,CP00674,08/14/2025,"Koramangala, Bangalore","Whitefield, Bangalore",15.5,103,completed
RIDE012112,user05914,CP01055,8/16/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",10.75,94,completed
RIDE012113,user10085,CP01113,7/27/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",17.51,120,completed
RIDE012114,user08254,CP01141,7/25/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",13.74,97,completed
RIDE012115,user05561,CP02153,8/9/2025,"Whitefield, Bangalore","Koramangala, Bangalore",2.78,19,completed
RIDE012116,user00800,CP02250,8/25/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",10.68,66,completed
RIDE012117,user00227,CP01364,8/9/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",5.03,23,cancelled
RIDE012118,user11254,CP01055,8/29/2025,"Koramangala, Bangalore","Whitefield, Bangalore",15.46,117,cancelled
RIDE012119,user02948,CP01924,2025-07-26,"Banjara Hills, Hyderabad","Charminar, Hyderabad",7.06,45,completed
RIDE012120,user01694,CP01362,8/23/2025,"Koramangala, Bangalore","Whitefield, Bangalore",2.11,18,completed
RIDE012121,user10949,CP01998,8/13/2025,"MG Road, Bangalore","Jayanagar, Bangalore",15.82,93,completed
,user09795,CP01054,8/5/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",13.75,114,completed
RIDE012123,user09569,CP02355,8/4/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",10.25,91,completed
RIDE012124,user12818,CP01425,7/25/2025,"Banjara Hills, Hyderabad","Charminar, Hyderabad",3.04,15,cancelled
RIDE012125,user04620,CP00300,6/12/2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",6.88,56,completed
RIDE012126,user06242,CP02031,2025-08-21,"Koramangala, Bangalore","Whitefield, Bangalore",16.24,105,completed
RIDE012127,user09183,CP00112,2025-08-17,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",13.57,100,completed
RIDE012128,user05738,CP00497,8/14/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",16.53,110,completed
RIDE012129,user13104,CP00370,2025-08-02,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",7.03,78,cancelled
RIDE012130,user13376,CP00228,2025-08-21,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",15.2,120,completed
RIDE012131,user13911,CP01428,2025-08-20,"MG Road, Bangalore","Koramangala, Bangalore",11.04,109,completed
RIDE012132,user00226,CP01537,7/21/2025,"Whitefield, Bangalore","Koramangala, Bangalore",14.64,87,completed
RIDE012133,user13221,CP02357,8/18/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",3.81,35,completed
RIDE012134,user01461,CP00643,6/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",4.61,23,completed
RIDE012135,user07100,CP00191,8/28/2025,"MG Road, Bangalore","Koramangala, Bangalore",4.06,25,completed
RIDE012136,user11967,CP01801,2025-07-02,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",7.63,79,cancelled
RIDE012137,user03571,CP01187,2025-08-05,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",14.78,117,completed
RIDE012138,user12272,CP00454,2025-08-15,"MG Road, Bangalore","Whitefield, Bangalore",4.64,38,completed
RIDE012139,user14703,CP01225,,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",6.99,35,completed
RIDE012140,user02762,CP02371,6/9/2025,"Koramangala, Bangalore","Whitefield, Bangalore",12.92,89,completed
RIDE012141,user05173,CP02156,7/11/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.64,97,completed
RIDE012142,user01745,CP01982,7/5/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",14.67,83,completed
RIDE012143,user13102,CP01690,2025-08-29,"Whitefield, Bangalore","Jayanagar, Bangalore",7.67,44,completed
RIDE012144,user00415,CP00070,2025-08-29,"Indiranagar, Bangalore","MG Road, Bangalore",17.88,97,completed
RIDE012145,user01110,CP02270,2025-06-18,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",16.5,103,completed
RIDE012146,user00908,CP00862,2025-09-01,"Banjara Hills, Hyderabad","Charminar, Hyderabad",17.14,76,cancelled
RIDE012147,user07971,CP01013,8/5/2025,"Charminar, Hyderabad","Secunderabad, Hyderabad",11.9,115,completed
RIDE012148,user13935,CP00028,2025-06-25,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",8.06,70,cancelled
RIDE012149,user00335,CP00883,2025-05-28,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",16.38,89,completed
RIDE012150,user05443,CP01621,5/21/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",6.19,46,cancelled
RIDE012151,user03179,CP02214,,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",17.63,120,completed
RIDE012152,user13566,CP00330,2025-08-30,"Whitefield, Bangalore","Indiranagar, Bangalore",15.23,120,completed
RIDE012153,user06756,CP01181,,"Koramangala, Bangalore","Whitefield, Bangalore",14.4,71,completed
RIDE012154,user09083,CP02292,06/25/2025,"Jayanagar, Bangalore","Whitefield, Bangalore",4.93,28,cancelled
RIDE012155,user06808,CP01868,2025-08-31,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",7.04,48,completed
RIDE012156,user03350,CP01327,7/22/2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",2.4,10,completed
RIDE012157,user09068,CP00807,07/14/2025,"MG Road, Bangalore","Whitefield, Bangalore",2.68,15,completed
RIDE012158,user13375,CP01783,2025-08-31,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",6.41,40,completed
RIDE012159,user12338,CP02353,07/30/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",6.23,52,completed
RIDE012160,user12526,CP00968,08/14/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.41,52,completed
RIDE012161,user03050,CP01177,2025-08-23,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",10.68,71,completed
RIDE012162,user01803,CP00482,2025-07-16,"Koramangala, Bangalore","Jayanagar, Bangalore",15.97,72,completed
RIDE012163,user05068,CP00796,9/1/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",9.46,85,completed
RIDE012164,user03658,CP00177,07/30/2025,"Koramangala, Bangalore","Whitefield, Bangalore",13.56,120,completed
RIDE012165,user05339,CP00328,8/20/2025,"Whitefield, Bangalore","MG Road, Bangalore",3.06,19,completed
RIDE012166,user14660,CP01276,2025-08-10,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",4.52,46,completed
,user07570,CP00794,8/22/2025,"Koramangala, Bangalore","Whitefield, Bangalore",11.82,66,completed
RIDE012168,user14225,CP00419,8/13/2025,"Jayanagar, Bangalore","Whitefield, Bangalore",15.34,120,completed
RIDE012169,user08903,CP00017,2025-08-24,"Koramangala, Bangalore","MG Road, Bangalore",7.17,39,completed
RIDE012170,user10762,CP00149,6/22/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",15.67,120,completed
RIDE012171,user10323,CP01794,06/26/2025,"Koramangala, Bangalore","Whitefield, Bangalore",17.38,120,completed
RIDE012172,user14646,CP02469,8/23/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",7.31,61,completed
RIDE012173,user03235,CP01177,6/26/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",2.8,14,completed
RIDE012174,user09694,CP01303,9/1/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",13.94,77,completed
RIDE012175,user01358,CP01801,8/19/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",3.1,17,completed
RIDE012176,user05752,CP02199,8/28/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",11.54,78,completed
RIDE012177,user11987,CP01270,8/31/2025,"Whitefield, Bangalore","MG Road, Bangalore",7.38,63,completed
RIDE012178,user06439,CP00646,8/1/2025,"Charminar, Hyderabad","Secunderabad, Hyderabad",12.38,103,completed
,user05046,CP00563,2025-06-25,"Koramangala, Bangalore","MG Road, Bangalore",3.18,17,cancelled
RIDE012180,user03414,CP01757,8/21/2025,"Koramangala, Bangalore","Whitefield, Bangalore",5.31,47,completed
RIDE012181,user01286,CP01998,8/1/2025,"Koramangala, Bangalore","MG Road, Bangalore",10.5,58,completed
RIDE012182,user07898,CP01830,2025-08-14,"Koramangala, Bangalore","Whitefield, Bangalore",9.15,77,completed
RIDE012183,user10734,CP02345,8/4/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",4.92,32,cancelled
RIDE012184,user07248,CP02256,8/30/2025,"Whitefield, Bangalore","MG Road, Bangalore",4.13,23,completed
RIDE012185,user09137,CP00656,5/31/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",11.85,64,completed
RIDE012186,user11201,CP00868,2025-05-15,"Koramangala, Bangalore","Whitefield, Bangalore",4.59,34,completed
RIDE012187,user10688,CP00737,8/16/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",16.89,118,completed
RIDE012188,user03319,CP00161,7/29/2025,"Indiranagar, Bangalore","MG Road, Bangalore",15.51,107,completed
RIDE012189,user10075,CP00410,8/15/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",14.79,90,completed
RIDE012190,user02926,CP01783,07/22/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",6.05,53,completed
RIDE012191,user10850,CP01678,08/14/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",2.13,10,cancelled
RIDE012192,user09117,CP01145,8/26/2025,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",2.86,21,cancelled
RIDE012193,user00336,CP00976,2025-07-11,"Koramangala, Bangalore","Whitefield, Bangalore",15.11,63,completed
RIDE012194,user05186,CP01722,7/11/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",10.53,88,cancelled
RIDE012195,user04803,CP00681,7/26/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",11.56,113,completed
RIDE012196,user01178,CP00956,08/18/2025,"Koramangala, Bangalore","Whitefield, Bangalore",7.68,46,completed
RIDE012197,user04549,CP02074,7/31/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",8.62,66,completed
RIDE012198,user09959,CP00984,6/7/2025,"Jayanagar, Bangalore","Whitefield, Bangalore",10.8,70,completed
RIDE012199,user08906,CP00288,6/16/2025,"Indiranagar, Bangalore","MG Road, Bangalore",16.89,120,completed
RIDE012200,user03738,CP00013,2025-08-30,"Indiranagar, Bangalore","MG Road, Bangalore",6.49,74,completed
RIDE012201,user01719,CP01864,2025-08-31,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",11.15,98,completed
RIDE012202,user00522,CP00373,2025-08-25,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",7.47,48,completed
RIDE012203,user04046,CP02322,7/11/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",5.4,39,completed
RIDE012204,user00314,CP02180,7/9/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",11.94,114,completed
RIDE012205,user04951,CP00090,5/5/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",17.63,120,completed
RIDE012206,user14651,CP01168,8/31/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",16.87,120,completed
RIDE012207,user00491,CP02165,8/3/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",11.26,93,completed
RIDE012208,user13144,CP01088,7/18/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",5.03,51,cancelled
,user04449,CP00082,8/15/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",16.53,103,cancelled
,user14710,CP01984,8/8/2025,"Charminar, Hyderabad","Banjara Hills, Hyderabad",14.96,83,completed
RIDE012211,user04696,CP00111,7/12/2025,"Koramangala, Bangalore","MG Road, Bangalore",3.34,38,completed
RIDE012212,user01656,CP00816,2025-08-31,"Jayanagar, Bangalore","MG Road, Bangalore",7.51,48,completed
RIDE012213,user03535,CP01062,2025-08-27,"Whitefield, Bangalore","Koramangala, Bangalore",2.44,15,completed
RIDE012214,user10517,CP01377,6/23/2025,"Koramangala, Bangalore","MG Road, Bangalore",9.97,66,completed
RIDE012215,user10616,CP02200,2025-07-05,"Charminar, Hyderabad","Gachibowli, Hyderabad",5.8,69,completed
RIDE012216,user00271,CP02365,2025-07-15,"Secunderabad, Hyderabad","Charminar, Hyderabad",5.98,46,completed
RIDE012217,user02703,CP01659,06/08/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",12.46,82,cancelled
RIDE012218,user07072,CP01560,6/1/2025,"Charminar, Hyderabad","Banjara Hills, Hyderabad",15.03,120,completed
RIDE012219,user02459,CP01679,8/14/2025,"Indiranagar, Bangalore","MG Road, Bangalore",6.2,29,completed
RIDE012220,user14577,CP00949,8/8/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",9.78,59,completed
RIDE012221,user07288,CP02111,2025-08-29,"Koramangala, Bangalore","Whitefield, Bangalore",5.53,40,completed
RIDE012222,user05151,CP01389,2025-06-04,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",17.5,120,cancelled
RIDE012223,user06905,CP00658,2025-08-27,"Indiranagar, Bangalore","Whitefield, Bangalore",15.36,91,cancelled
RIDE012224,user05920,CP01645,5/10/2025,"Jayanagar, Bangalore","MG Road, Bangalore",17.13,96,completed
RIDE012225,user14064,CP00650,8/10/2025,"Koramangala, Bangalore","MG Road, Bangalore",12.4,111,completed
RIDE012226,user04470,CP00470,2025-05-11,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",4.18,32,completed
RIDE012227,user06606,CP01825,,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",2.95,22,completed
RIDE012228,user06251,CP00094,2025-05-26,"Whitefield, Bangalore","Koramangala, Bangalore",15.5,105,completed
RIDE012229,user14544,CP00561,7/8/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",3.78,33,completed
RIDE012230,user11203,CP02014,8/24/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",7.11,55,completed
RIDE012231,user14443,CP00927,8/19/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",6.12,44,completed
RIDE012232,user00608,CP02029,7/7/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",6.47,38,completed
RIDE012233,user07230,CP01103,2025-08-30,"Indiranagar, Bangalore","Whitefield, Bangalore",6.11,54,completed
RIDE012234,user07343,CP01974,2025-08-27,"MG Road, Bangalore","Indiranagar, Bangalore",10.5,66,cancelled
RIDE012235,user07311,CP00460,2025-07-18,"Koramangala, Bangalore","Indiranagar, Bangalore",15.67,118,completed
RIDE012236,user01804,CP00526,8/12/2025,"MG Road, Bangalore","Jayanagar, Bangalore",10.68,76,completed
RIDE012237,user06256,CP02023,7/9/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",14.1,71,completed
RIDE012238,user03715,CP01838,2025-06-30,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",2.4,18,completed
RIDE012239,user11998,CP01527,7/10/2025,"MG Road, Bangalore","Koramangala, Bangalore",11.03,52,completed
RIDE012240,user08437,CP02433,07/22/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",4.4,31,completed
RIDE012241,user07754,CP02192,2025-08-24,"Jayanagar, Bangalore","Koramangala, Bangalore",7.05,54,completed
RIDE012242,user03493,CP01843,7/11/2025,"Whitefield, Bangalore","MG Road, Bangalore",5.35,38,completed
RIDE012243,user01850,CP01759,8/26/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",9.76,91,completed
RIDE012244,user03526,CP01456,,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",7.33,58,completed
RIDE012245,user03435,CP01226,2025-08-26,"Koramangala, Bangalore","Indiranagar, Bangalore",7.12,72,completed
RIDE012246,user13927,CP02437,7/6/2025,"MG Road, Bangalore","Whitefield, Bangalore",5.36,42,completed
,user13335,CP00685,6/20/2025,"Koramangala, Bangalore","MG Road, Bangalore",3.12,18,completed
RIDE012248,user12542,CP02085,07/09/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",11.69,113,completed
RIDE012249,user03926,CP01806,9/1/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",6.2,48,completed
RIDE012250,user12221,CP00129,08/03/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",8.93,46,completed
RIDE012251,user11303,CP00451,2025-08-28,"Whitefield, Bangalore","Koramangala, Bangalore",15.73,120,completed
RIDE012252,user05190,CP01529,2025-07-19,"Koramangala, Bangalore","Indiranagar, Bangalore",16.84,120,completed
RIDE012253,user06769,CP02237,2025-07-30,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",8.01,53,completed
RIDE012254,user02522,CP01570,2025-06-14,"Secunderabad, Hyderabad","Charminar, Hyderabad",9.39,75,completed
RIDE012255,user08329,CP02399,,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",17.19,120,completed
RIDE012256,user10487,CP01028,2025-06-09,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",5.7,37,completed
RIDE012257,user12525,CP01526,2025-07-18,"Charminar, Hyderabad","Secunderabad, Hyderabad",4.15,31,completed
RIDE012258,user05937,CP00958,08/26/2025,"Koramangala, Bangalore","Whitefield, Bangalore",13.92,115,completed
RIDE012259,user06800,CP02006,7/27/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",3.1,22,cancelled
RIDE012260,user14176,CP00744,6/19/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",10.3,75,completed
RIDE012261,user03168,CP01547,7/12/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",16.04,120,completed
RIDE012262,user01493,CP00269,2025-08-25,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",9.49,60,completed
,user01713,CP00811,8/9/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",16.4,100,completed
RIDE012264,user03369,CP01383,08/25/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",13.27,70,completed
RIDE012265,user09399,CP00562,8/2/2025,"Koramangala, Bangalore","Jayanagar, Bangalore",13.58,120,completed
RIDE012266,user12719,CP00100,2025-08-11,"Indiranagar, Bangalore","Whitefield, Bangalore",12.26,118,completed
RIDE012267,user05805,CP01764,,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",2.41,22,completed
RIDE012268,user07516,CP01697,2025-08-01,"Jayanagar, Bangalore","Koramangala, Bangalore",3.97,20,completed
RIDE012269,user12819,CP00019,7/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.36,94,completed
RIDE012270,user11438,CP00912,8/31/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",6.97,42,completed
RIDE012271,user00387,CP00309,2025-08-16,"Jayanagar, Bangalore","MG Road, Bangalore",7.72,47,completed
RIDE012272,user11788,CP01609,6/28/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",3.27,19,cancelled
