payment_id,ride_id,payment_method,fare,discount_percent,discount_amount,final_amount,payment_status
PAY005160,RIDE005458,Wallet,279.82,10.68,29.87,249.95,Paid
PAY005161,RIDE005459,Card,380.66,0,0,380.66,Paid
PAY005162,RIDE005460,Wallet,70.26,0,0,70.26,Pending
PAY005163,RIDE005461,UPI,436.42,0,0,436.42,Paid
PAY005164,RIDE005462,UPI,259.2,0,0,259.2,Paid
PAY005165,RIDE005463,Card,76.93,0,0,76.93,Paid
PAY005166,RIDE005464,UPI,450.23,0,0,450.23,Paid
PAY005167,RIDE005465,Card,430.36,0,0,430.36,Paid
PAY005168,RIDE005466,Card,107.02,0,0,107.02,Paid
PAY005169,RIDE005467,Cash,408.22,0,0,408.22,Paid
PAY005170,RIDE005468,UPI,170.15,0,0,170.15,Paid
PAY005171,RIDE005469,Wallet,157.3,22.07,34.71,122.59,Paid
PAY005172,RIDE005470,Cash,392.48,0,0,392.48,Paid
PAY005173,RIDE005471,Wallet,416.71,0,0,416.71,Paid
PAY005174,RIDE005472,Cash,140.46,15.74,22.1,118.36,Paid
PAY005175,RIDE005473,UPI,160.08,19.81,31.71,128.37,Paid
PAY005176,RIDE005474,Cash,453.01,0,0,453.01,Paid
PAY005177,RIDE005475,Card,282.59,0,0,282.59,Pending
PAY005178,RIDE005476,Card,126.93,0,0,126.93,Paid
PAY005179,RIDE005477,Cash,53.56,0,0,53.56,Paid
PAY005180,RIDE005478,Cash,392.14,0,0,392.14,Paid
PAY005181,RIDE005479,UPI,84.26,15.79,13.3,70.96,Paid
PAY005182,RIDE005480,Wallet,424.63,0,0,424.63,Paid
PAY005183,RIDE005481,UPI,217.02,0,0,217.02,Paid
PAY005184,RIDE005482,UPI,435.01,21.12,91.87,343.14,Pending
PAY005185,RIDE005483,UPI,303.78,0,0,303.78,Paid
PAY005186,RIDE005484,UPI,177.69,0,0,177.69,Paid
PAY005187,RIDE005485,Cash,312.48,21.79,68.09,244.39,Paid
PAY005188,RIDE005486,Wallet,354.83,0,0,354.83,Paid
PAY005189,RIDE005487,Card,146.38,0,0,146.38,Paid
PAY005190,RIDE005488,UPI,444.87,18.79,83.6,361.27,Paid
PAY005191,RIDE005489,UPI,241.96,0,0,241.96,Paid
PAY005192,RIDE005490,Wallet,447.86,18.57,83.17,364.69,Paid
PAY005193,RIDE005491,Card,310.93,0,0,310.93,Paid
PAY005194,RIDE005492,Cash,330.15,0,0,330.15,Paid
PAY005195,RIDE005493,Card,214.62,0,0,214.62,Paid
PAY005196,RIDE005494,UPI,434.59,0,0,434.59,Paid
PAY005197,RIDE005495,Card,203.56,0,0,203.56,Paid
PAY005198,RIDE005496,Cash,142.97,0,0,142.97,Paid
PAY005199,RIDE005497,Card,288.55,17.49,50.47,238.08,Paid
PAY005200,RIDE005498,UPI,271.46,10.49,28.48,242.98,Paid
PAY005201,RIDE005499,UPI,535.74,19.66,105.3,430.44,Pending
PAY005202,RIDE005500,Cash,325.23,14.56,47.36,277.87,Paid
PAY005203,RIDE005501,Cash,149.97,0,0,149.97,Paid
PAY005204,RIDE005502,Card,122.65,0,0,122.65,Paid
PAY005205,RIDE005503,Card,166.8,0,0,166.8,Paid
PAY005206,RIDE005504,Wallet,495.33,0,0,495.33,Paid
PAY005207,RIDE005505,Wallet,254.03,0,0,254.03,Paid
PAY005208,RIDE005506,UPI,519.3,0,0,519.3,Paid
PAY005209,RIDE005507,Wallet,519.49,0,0,519.49,Paid
PAY005210,RIDE005508,Cash,222,16.73,37.15,184.85,Paid
PAY005211,RIDE005509,Wallet,195.64,14.39,28.16,167.48,Paid
PAY005212,RIDE005510,Cash,183.98,17.05,31.36,152.62,Paid
PAY005213,RIDE005511,Cash,178.4,21.64,38.6,139.8,Paid
PAY005214,RIDE005512,Card,92.11,14.56,13.41,78.7,Paid
PAY005215,RIDE005513,Card,477.44,17.44,83.26,394.18,Paid
PAY005216,RIDE005514,Card,455.16,12.41,56.49,398.67,Paid
PAY005217,RIDE005515,Card,267.11,0,0,267.11,Paid
PAY005218,RIDE005516,Cash,326.34,0,0,326.34,Paid
PAY005219,RIDE005517,UPI,82.71,11.11,9.19,73.52,Paid
PAY005220,RIDE005518,Card,296.53,0,0,296.53,Paid
PAY005221,RIDE005519,UPI,94.36,0,0,94.36,Paid
PAY005222,RIDE005520,Wallet,209.77,0,0,209.77,Paid
PAY005223,RIDE005521,UPI,298.97,14.46,43.22,255.75,Paid
PAY005224,RIDE005522,Card,63.98,23.62,15.11,48.87,Paid
PAY005225,RIDE005524,UPI,68.45,0,0,68.45,Paid
PAY005226,RIDE005526,Cash,423.17,0,0,423.17,Paid
PAY005227,RIDE005527,Card,279.6,18.69,52.25,227.35,Paid
PAY005228,RIDE005528,Wallet,279.18,0,0,279.18,Paid
PAY005229,RIDE005529,Card,75.08,0,0,75.08,Paid
PAY005230,RIDE005530,Card,228.92,17.9,40.97,187.95,Pending
PAY005231,RIDE005531,Cash,331.22,0,0,331.22,Paid
PAY005232,RIDE005532,Wallet,69.68,20.88,14.55,55.13,Pending
PAY005233,RIDE005533,Cash,507.74,10.69,54.3,453.44,Paid
PAY005234,RIDE005534,Cash,137.49,0,0,137.49,Paid
PAY005235,RIDE005535,Wallet,414.74,0,0,414.74,Paid
PAY005236,RIDE005536,Wallet,204.96,12.04,24.68,180.28,Paid
PAY005237,RIDE005537,Card,168.94,0,0,168.94,Paid
PAY005238,RIDE005538,UPI,170.94,0,0,170.94,Paid
PAY005239,RIDE005539,Cash,304.26,11.31,34.4,269.86,Paid
PAY005240,RIDE005540,UPI,430.13,0,0,430.13,Paid
PAY005241,RIDE005541,Card,413.29,0,0,413.29,Paid
PAY005242,RIDE005542,Card,296.04,0,0,296.04,Paid
PAY005243,RIDE005543,Card,334.52,12.66,42.36,292.16,Paid
PAY005244,RIDE005545,Card,302.96,0,0,302.96,Paid
PAY005245,RIDE005546,Cash,118.63,0,0,118.63,Paid
PAY005246,RIDE005547,Card,220.41,0,0,220.41,Paid
PAY005247,RIDE005549,Card,442.22,0,0,442.22,Paid
PAY005248,RIDE005550,Card,363.22,10.22,37.11,326.11,Paid
PAY005249,RIDE005551,Wallet,274.83,24.36,66.95,207.88,Paid
PAY005250,RIDE005553,UPI,338.11,22.69,76.71,261.4,Paid
PAY005251,RIDE005554,Card,468.8,0,0,468.8,Paid
PAY005252,RIDE005555,Card,76.8,18.65,14.32,62.48,Paid
PAY005253,RIDE005556,Cash,194.31,0,0,194.31,Paid
PAY005254,RIDE005557,Wallet,379.16,0,0,379.16,Paid
PAY005255,RIDE005558,Cash,220.74,0,0,220.74,Paid
PAY005256,RIDE005559,UPI,486.3,23.88,116.12,370.18,Pending
PAY005257,RIDE005560,UPI,274.47,20.77,57,217.47,Paid
PAY005258,RIDE005561,Wallet,263.63,0,0,263.63,Paid
PAY005259,RIDE005562,Wallet,511.36,15.84,80.99,430.37,Paid
PAY005260,RIDE005563,Cash,305.47,0,0,305.47,Paid
PAY005261,RIDE005564,Card,232.13,0,0,232.13,Paid
PAY005262,RIDE005565,Wallet,305.73,11.39,34.81,270.92,Paid
PAY005263,RIDE005566,Card,329.51,24.58,81.01,248.5,Paid
PAY005264,RIDE005567,Wallet,288.22,0,0,288.22,Paid
PAY005265,RIDE005568,Wallet,278.1,20.55,57.16,220.94,Paid
PAY005266,RIDE005569,UPI,450.63,24.23,109.2,341.43,Paid
PAY005267,RIDE005570,Wallet,491.09,0,0,491.09,Paid
PAY005268,RIDE005571,Cash,510.76,20.24,103.39,407.37,Paid
PAY005269,RIDE005572,Card,418.87,23.66,99.09,319.78,Paid
PAY005270,RIDE005573,Wallet,63.49,20.68,13.13,50.36,Paid
PAY005271,RIDE005574,Cash,465.71,17.59,81.93,383.78,Paid
PAY005272,RIDE005575,Cash,78.02,0,0,78.02,Paid
PAY005273,RIDE005576,Wallet,406.98,24.66,100.36,306.62,Paid
PAY005274,RIDE005577,Card,212.9,15.57,33.15,179.75,Paid
PAY005275,RIDE005578,Card,161.35,16.33,26.35,135,Paid
PAY005276,RIDE005579,UPI,102.09,0,0,102.09,Paid
PAY005277,RIDE005580,Wallet,302.3,19.49,58.93,243.37,Paid
PAY005278,RIDE005581,UPI,413.3,23.5,97.11,316.19,Paid
PAY005279,RIDE005582,Wallet,455.23,0,0,455.23,Paid
PAY005280,RIDE005583,Cash,158.52,21.33,33.81,124.71,Paid
PAY005281,RIDE005584,Cash,340.62,0,0,340.62,Paid
PAY005282,RIDE005585,UPI,181.49,0,0,181.49,Paid
PAY005283,RIDE005586,Wallet,347.96,10.56,36.76,311.2,Paid
PAY005284,RIDE005587,Card,361.89,14.04,50.82,311.07,Pending
PAY005285,RIDE005588,Cash,167.52,0,0,167.52,Paid
PAY005286,RIDE005589,Wallet,70.36,0,0,70.36,Paid
PAY005287,RIDE005590,Wallet,223.38,20.03,44.74,178.64,Paid
PAY005288,RIDE005591,Card,210.26,0,0,210.26,Paid
PAY005289,RIDE005592,Card,71.26,0,0,71.26,Paid
PAY005290,RIDE005593,Card,283.52,0,0,283.52,Paid
PAY005291,RIDE005594,Card,182.08,22.49,40.96,141.12,Paid
PAY005292,RIDE005595,Card,102.1,0,0,102.1,Paid
PAY005293,RIDE005596,Wallet,392.31,0,0,392.31,Paid
PAY005294,RIDE005597,UPI,377.44,11.3,42.64,334.8,Paid
PAY005295,RIDE005598,UPI,469.71,24.56,115.37,354.34,Paid
PAY005296,RIDE005599,UPI,403.02,10.25,41.32,361.7,Paid
PAY005297,RIDE005600,Wallet,368.93,16.93,62.44,306.49,Paid
PAY005298,RIDE005601,UPI,384.19,0,0,384.19,Paid
PAY005299,RIDE005602,Wallet,236.31,21.44,50.66,185.65,Paid
PAY005300,RIDE005603,UPI,332.34,0,0,332.34,Paid
PAY005301,RIDE005604,Card,136.98,18.32,25.1,111.88,Paid
PAY005302,RIDE005605,Wallet,369.49,13.05,48.21,321.28,Paid
PAY005303,RIDE005606,Cash,272.07,18.95,51.55,220.52,Paid
PAY005304,RIDE005607,Card,110.74,21.84,24.18,86.56,Pending
PAY005305,RIDE005608,Wallet,210.72,18.88,39.79,170.93,Paid
PAY005306,RIDE005609,Cash,521.17,0,0,521.17,Paid
PAY005307,RIDE005610,UPI,357.02,13.7,48.91,308.11,Paid
PAY005308,RIDE005611,Wallet,165.63,0,0,165.63,Paid
PAY005309,RIDE005612,Cash,153.96,0,0,153.96,Paid
PAY005310,RIDE005613,Card,189.33,0,0,189.33,Paid
PAY005311,RIDE005614,Card,229.12,0,0,229.12,Paid
PAY005312,RIDE005615,Cash,152.98,0,0,152.98,Paid
PAY005313,RIDE005616,Wallet,423.1,0,0,423.1,Paid
PAY005314,RIDE005617,Cash,419.37,16.11,67.57,351.8,Paid
PAY005315,RIDE005618,Card,400.01,0,0,400.01,Paid
PAY005316,RIDE005619,UPI,264.32,14.04,37.11,227.21,Paid
PAY005317,RIDE005620,Wallet,243.27,0,0,243.27,Paid
PAY005318,RIDE005621,Card,415.84,0,0,415.84,Paid
PAY005319,RIDE005622,Cash,377.29,18.63,70.28,307.01,Paid
PAY005320,RIDE005623,Card,240.04,0,0,240.04,Paid
PAY005321,RIDE005624,Wallet,114.94,0,0,114.94,Pending
PAY005322,RIDE005625,Card,369.87,14.53,53.75,316.12,Paid
PAY005323,RIDE005626,Wallet,217.24,0,0,217.24,Paid
PAY005324,RIDE005627,Card,378.64,0,0,378.64,Pending
PAY005325,RIDE005628,UPI,327.54,0,0,327.54,Paid
PAY005326,RIDE005629,Wallet,112.61,20.53,23.12,89.49,Paid
PAY005327,RIDE005630,Cash,440.21,17.62,77.57,362.64,Paid
PAY005328,RIDE005631,UPI,71.65,0,0,71.65,Paid
PAY005329,RIDE005632,Card,323.18,0,0,323.18,Pending
PAY005330,RIDE005633,Wallet,310.92,15.1,46.95,263.97,Paid
PAY005331,RIDE005634,UPI,444.89,0,0,444.89,Paid
PAY005332,RIDE005635,Wallet,125.09,0,0,125.09,Paid
PAY005333,RIDE005636,Wallet,294.32,0,0,294.32,Paid
PAY005334,RIDE005637,UPI,382.57,0,0,382.57,Paid
PAY005335,RIDE005638,Wallet,209.42,0,0,209.42,Paid
PAY005336,RIDE005639,Wallet,223.88,0,0,223.88,Paid
PAY005337,RIDE005641,UPI,122.52,0,0,122.52,Paid
PAY005338,RIDE005642,Wallet,151.61,0,0,151.61,Paid
PAY005339,RIDE005643,Wallet,454.34,0,0,454.34,Paid
PAY005340,RIDE005644,UPI,384.39,0,0,384.39,Paid
PAY005341,RIDE005645,UPI,189.52,0,0,189.52,Paid
PAY005342,RIDE005646,Card,440.97,14.3,63.06,377.91,Paid
PAY005343,RIDE005647,Wallet,171.75,23.16,39.78,131.97,Paid
PAY005344,RIDE005648,Wallet,274.3,17.02,46.68,227.62,Paid
PAY005345,RIDE005649,UPI,75.44,0,0,75.44,Paid
PAY005346,RIDE005650,Card,361.67,10.85,39.24,322.43,Paid
PAY005347,RIDE005651,Card,238.62,0,0,238.62,Pending
PAY005348,RIDE005652,UPI,437.6,0,0,437.6,Paid
PAY005349,RIDE005653,UPI,71.09,17.65,12.55,58.54,Paid
PAY005350,RIDE005654,UPI,483.38,11.14,53.87,429.51,Paid
PAY005351,RIDE005655,Card,191.57,0,0,191.57,Paid
PAY005352,RIDE005656,UPI,169.22,14.42,24.4,144.82,Paid
PAY005353,RIDE005657,Wallet,261.47,0,0,261.47,Paid
PAY005354,RIDE005658,Wallet,393.39,0,0,393.39,Pending
PAY005355,RIDE005659,Card,276.44,14.7,40.65,235.79,Paid
PAY005356,RIDE005660,Cash,272.02,0,0,272.02,Paid
PAY005357,RIDE005661,Cash,161.14,0,0,161.14,Paid
PAY005358,RIDE005662,Cash,281.98,16.15,45.55,236.43,Paid
PAY005359,RIDE005663,Card,73.4,0,0,73.4,Pending
PAY005360,RIDE005664,UPI,163.35,19.4,31.69,131.66,Paid
PAY005361,RIDE005665,Cash,78.5,13.47,10.57,67.93,Paid
PAY005362,RIDE005666,Wallet,70.04,0,0,70.04,Paid
PAY005363,RIDE005667,UPI,181.02,23.97,43.4,137.62,Paid
PAY005364,RIDE005668,Card,322.28,0,0,322.28,Paid
PAY005365,RIDE005669,Wallet,413.84,0,0,413.84,Paid
PAY005366,RIDE005670,UPI,194.47,0,0,194.47,Paid
PAY005367,RIDE005671,Cash,263.29,10.94,28.8,234.49,Paid
PAY005368,RIDE005672,UPI,101.94,0,0,101.94,Paid
PAY005369,RIDE005673,Cash,371.51,0,0,371.51,Paid
PAY005370,RIDE005674,UPI,192.64,0,0,192.64,Paid
PAY005371,RIDE005675,Cash,279.17,13.67,38.17,241,Paid
PAY005372,RIDE005676,Wallet,151.9,0,0,151.9,Paid
PAY005373,RIDE005677,UPI,229.89,11.66,26.8,203.09,Paid
PAY005374,RIDE005679,Card,158.64,0,0,158.64,Paid
PAY005375,RIDE005680,Wallet,357.49,15.09,53.94,303.55,Paid
PAY005376,RIDE005681,UPI,72.78,22.47,16.35,56.43,Paid
PAY005377,RIDE005682,Wallet,267.51,0,0,267.51,Paid
PAY005378,RIDE005683,Wallet,367.99,22.53,82.89,285.1,Paid
PAY005379,RIDE005684,Cash,279.91,0,0,279.91,Paid
PAY005380,RIDE005685,Cash,97.47,22.3,21.74,75.73,Paid
PAY005381,RIDE005686,Wallet,177.46,0,0,177.46,Paid
PAY005382,RIDE005687,Wallet,331.43,19.98,66.22,265.21,Paid
PAY005383,RIDE005688,UPI,414.49,14.31,59.31,355.18,Paid
PAY005384,RIDE005689,Cash,105.31,12.2,12.85,92.46,Paid
PAY005385,RIDE005690,UPI,225.8,13.08,29.54,196.26,Paid
PAY005386,RIDE005691,UPI,241.74,0,0,241.74,Paid
PAY005387,RIDE005692,Wallet,386.95,10.79,41.75,345.2,Paid
PAY005388,RIDE005693,UPI,307.36,0,0,307.36,Paid
PAY005389,RIDE005694,UPI,153.32,0,0,153.32,Pending
PAY005390,RIDE005695,Wallet,66.64,11.29,7.53,59.11,Paid
PAY005391,RIDE005697,UPI,152.43,15.18,23.14,129.29,Paid
PAY005392,RIDE005698,Card,246.48,19.27,47.5,198.98,Paid
PAY005393,RIDE005699,Wallet,136.49,0,0,136.49,Pending
PAY005394,RIDE005700,Cash,95.33,20.7,19.73,75.6,Paid
PAY005395,RIDE005701,UPI,280.93,0,0,280.93,Paid
PAY005396,RIDE005702,UPI,371.07,0,0,371.07,Paid
PAY005397,RIDE005703,UPI,107.8,0,0,107.8,Paid
PAY005398,RIDE005704,Cash,305.43,17.7,54.05,251.38,Paid
PAY005399,RIDE005705,UPI,253.65,22.45,56.94,196.71,Paid
PAY005400,RIDE005706,Cash,163.07,0,0,163.07,Paid
PAY005401,RIDE005707,UPI,228.07,17.37,39.61,188.46,Paid
PAY005402,RIDE005708,Card,193.14,0,0,193.14,Paid
PAY005403,RIDE005709,Card,139.41,0,0,139.41,Paid
PAY005404,RIDE005710,Cash,136.43,0,0,136.43,Paid
PAY005405,RIDE005711,UPI,90.84,0,0,90.84,Paid
PAY005406,RIDE005712,Card,199.24,0,0,199.24,Paid
PAY005407,RIDE005713,Wallet,149.03,0,0,149.03,Paid
PAY005408,RIDE005714,Card,376.5,19.24,72.43,304.07,Paid
PAY005409,RIDE005715,Card,513.51,21.98,112.85,400.66,Paid
PAY005410,RIDE005716,Card,79.18,0,0,79.18,Paid
PAY005411,RIDE005717,Card,88.02,0,0,88.02,Paid
PAY005412,RIDE005718,UPI,92.02,0,0,92.02,Paid
PAY005413,RIDE005719,Card,211.96,0,0,211.96,Paid
PAY005414,RIDE005720,Card,179.37,0,0,179.37,Paid
PAY005415,RIDE005721,Wallet,340.7,18.71,63.74,276.96,Paid
PAY005416,RIDE005722,Card,462.51,20.88,96.58,365.93,Paid
PAY005417,RIDE005723,UPI,183.79,0,0,183.79,Paid
PAY005418,RIDE005724,UPI,305.18,0,0,305.18,Paid
PAY005419,RIDE005725,UPI,283.09,0,0,283.09,Paid
PAY005420,RIDE005727,Card,243.57,0,0,243.57,Paid
PAY005421,RIDE005728,Card,439.56,0,0,439.56,Paid
PAY005422,RIDE005729,UPI,216,19.9,42.99,173.01,Paid
PAY005423,RIDE005730,Cash,162.19,0,0,162.19,Paid
PAY005424,RIDE005731,Wallet,135.03,0,0,135.03,Paid
PAY005425,RIDE005732,UPI,130.76,0,0,130.76,Paid
PAY005426,RIDE005733,Wallet,202.25,19.9,40.25,162,Paid
PAY005427,RIDE005734,Card,117.22,13.35,15.65,101.57,Paid
PAY005428,RIDE005735,UPI,327,0,0,327,Paid
PAY005429,RIDE005737,UPI,70.97,0,0,70.97,Paid
PAY005430,RIDE005738,UPI,435.1,19.64,85.43,349.67,Paid
PAY005431,RIDE005739,Cash,105.86,0,0,105.86,Paid
PAY005432,RIDE005740,Card,324.78,11.67,37.92,286.86,Paid
PAY005433,RIDE005741,Cash,181.3,0,0,181.3,Paid
PAY005434,RIDE005742,Cash,153.34,16.1,24.68,128.66,Paid
PAY005435,RIDE005743,Cash,60.99,0,0,60.99,Paid
PAY005436,RIDE005744,Wallet,317.48,0,0,317.48,Paid
PAY005437,RIDE005746,Cash,374.37,0,0,374.37,Paid
PAY005438,RIDE005747,UPI,263.52,0,0,263.52,Paid
PAY005439,RIDE005748,Cash,100.05,13.84,13.85,86.2,Paid
PAY005440,RIDE005750,Wallet,186.3,22.3,41.54,144.76,Paid
PAY005441,RIDE005751,UPI,114.32,14.97,17.11,97.21,Paid
PAY005442,RIDE005752,Cash,444.78,0,0,444.78,Paid
PAY005443,RIDE005753,Wallet,102.5,0,0,102.5,Paid
PAY005444,RIDE005754,Card,433.26,10.99,47.62,385.64,Paid
PAY005445,RIDE005755,UPI,341.16,0,0,341.16,Paid
PAY005446,RIDE005756,Wallet,63.25,0,0,63.25,Paid
PAY005447,RIDE005757,Wallet,420.43,0,0,420.43,Paid
PAY005448,RIDE005758,Cash,227.87,12.04,27.45,200.42,Paid
PAY005449,RIDE005759,Wallet,316.5,0,0,316.5,Paid
PAY005450,RIDE005760,UPI,142.39,11.74,16.71,125.68,Paid
PAY005451,RIDE005761,UPI,377.23,0,0,377.23,Paid
PAY005452,RIDE005762,Cash,510.97,0,0,510.97,Paid
PAY005453,RIDE005763,Card,453.88,0,0,453.88,Paid
PAY005454,RIDE005764,Card,203.49,22.93,46.67,156.82,Paid
PAY005455,RIDE005765,Card,91.92,16.39,15.07,76.85,Paid
PAY005456,RIDE005766,Wallet,271.38,0,0,271.38,Paid
PAY005457,RIDE005767,Cash,405.25,0,0,405.25,Paid
PAY005458,RIDE005768,UPI,420.22,0,0,420.22,Paid
PAY005459,RIDE005769,Card,303.34,14.07,42.69,260.65,Paid
PAY005460,RIDE005770,UPI,286,0,0,286,Paid
PAY005461,RIDE005771,UPI,102.02,17.1,17.45,84.57,Paid
PAY005462,RIDE005772,UPI,67.44,0,0,67.44,Paid
PAY005463,RIDE005773,UPI,357.44,22.08,78.92,278.52,Paid
PAY005464,RIDE005774,Wallet,457.91,0,0,457.91,Paid
PAY005465,RIDE005775,UPI,148.15,0,0,148.15,Paid
PAY005466,RIDE005776,Cash,153.31,0,0,153.31,Paid
PAY005467,RIDE005777,Wallet,69.01,0,0,69.01,Paid
PAY005468,RIDE005778,UPI,113.92,13.04,14.86,99.06,Paid
PAY005469,RIDE005779,Card,396.53,0,0,396.53,Paid
PAY005470,RIDE005780,Cash,451.84,0,0,451.84,Paid
PAY005471,RIDE005781,Wallet,451.21,0,0,451.21,Paid
PAY005472,RIDE005782,UPI,396.11,15.5,61.38,334.73,Paid
PAY005473,RIDE005783,Card,229.11,0,0,229.11,Paid
PAY005474,RIDE005785,UPI,111.06,0,0,111.06,Paid
PAY005475,RIDE005786,Cash,123.96,0,0,123.96,Paid
PAY005476,RIDE005787,Card,492.83,23.04,113.56,379.27,Paid
PAY005477,RIDE005788,Wallet,468.61,20.59,96.46,372.15,Paid
PAY005478,RIDE005789,Wallet,415.81,0,0,415.81,Paid
PAY005479,RIDE005790,Cash,166.6,19.48,32.46,134.14,Paid
PAY005480,RIDE005791,Card,212.94,0,0,212.94,Paid
PAY005481,RIDE005792,Wallet,243.39,23.33,56.78,186.61,Pending
PAY005482,RIDE005793,Card,151.63,22.19,33.65,117.98,Paid
PAY005483,RIDE005794,Card,402.17,0,0,402.17,Paid
PAY005484,RIDE005795,Cash,449.57,21.95,98.67,350.9,Paid
PAY005485,RIDE005796,Wallet,75.47,0,0,75.47,Paid
PAY005486,RIDE005797,Cash,369.52,0,0,369.52,Paid
PAY005487,RIDE005798,UPI,456.45,0,0,456.45,Paid
PAY005488,RIDE005799,Card,111.96,13.23,14.81,97.15,Paid
PAY005489,RIDE005800,UPI,286.82,0,0,286.82,Paid
PAY005490,RIDE005801,Cash,113.4,0,0,113.4,Paid
PAY005491,RIDE005802,Card,53.1,15.84,8.41,44.69,Paid
PAY005492,RIDE005803,Cash,194.48,13.74,26.72,167.76,Paid
PAY005493,RIDE005804,Card,164.57,22.58,37.16,127.41,Paid
PAY005494,RIDE005805,Cash,180.4,12.94,23.34,157.06,Paid
PAY005495,RIDE005806,Wallet,168.2,0,0,168.2,Paid
PAY005496,RIDE005807,Card,321.38,0,0,321.38,Paid
PAY005497,RIDE005808,Cash,106.15,0,0,106.15,Paid
PAY005498,RIDE005809,Card,164.61,0,0,164.61,Paid
PAY005499,RIDE005810,Card,110.8,20.4,22.6,88.2,Paid
PAY005500,RIDE005811,Card,362.5,0,0,362.5,Paid
PAY005501,RIDE005812,UPI,55.61,0,0,55.61,Paid
PAY005502,RIDE005813,Cash,474.81,0,0,474.81,Paid
PAY005503,RIDE005814,Card,250.64,18.85,47.23,203.41,Paid
PAY005504,RIDE005815,Card,462.38,0,0,462.38,Paid
PAY005505,RIDE005816,Cash,213.44,0,0,213.44,Paid
PAY005506,RIDE005817,Card,57.43,17.16,9.86,47.57,Pending
PAY005507,RIDE005818,UPI,114.92,0,0,114.92,Paid
PAY005508,RIDE005819,UPI,255.55,0,0,255.55,Paid
PAY005509,RIDE005820,Card,297.45,0,0,297.45,Paid
PAY005510,RIDE005821,Wallet,111.98,0,0,111.98,Paid
PAY005511,RIDE005822,Card,443.81,0,0,443.81,Paid
PAY005512,RIDE005823,UPI,104.77,0,0,104.77,Paid
PAY005513,RIDE005824,Wallet,110.2,0,0,110.2,Paid
PAY005514,RIDE005825,UPI,207.94,12.6,26.2,181.74,Paid
PAY005515,RIDE005826,UPI,66.69,0,0,66.69,Paid
PAY005516,RIDE005827,Card,498.7,0,0,498.7,Paid
PAY005517,RIDE005828,Wallet,174.68,14.39,25.14,149.54,Paid
PAY005518,RIDE005829,UPI,380.19,21.05,80.01,300.18,Paid
PAY005519,RIDE005830,Card,238.53,16.75,39.96,198.57,Paid
PAY005520,RIDE005831,Wallet,352.76,10.69,37.72,315.04,Paid
PAY005521,RIDE005832,Cash,373.59,11.48,42.89,330.7,Paid
PAY005522,RIDE005833,Wallet,292.98,0,0,292.98,Paid
PAY005523,RIDE005834,Wallet,297.29,0,0,297.29,Paid
PAY005524,RIDE005835,Cash,103.27,14.67,15.15,88.12,Paid
PAY005525,RIDE005836,Card,66.62,0,0,66.62,Paid
PAY005526,RIDE005837,Cash,456.6,0,0,456.6,Paid
PAY005527,RIDE005838,Cash,471.08,0,0,471.08,Paid
PAY005528,RIDE005839,UPI,446.56,13.95,62.28,384.28,Paid
PAY005529,RIDE005841,Card,392.19,0,0,392.19,Paid
PAY005530,RIDE005842,Card,280.55,0,0,280.55,Paid
PAY005531,RIDE005843,UPI,159.49,19.43,30.99,128.5,Paid
PAY005532,RIDE005844,Card,457.17,0,0,457.17,Paid
PAY005533,RIDE005845,UPI,182.16,24.63,44.86,137.3,Paid
PAY005534,RIDE005846,Wallet,396.14,0,0,396.14,Paid
PAY005535,RIDE005847,UPI,276.26,0,0,276.26,Paid
PAY005536,RIDE005848,Card,390.52,0,0,390.52,Paid
PAY005537,RIDE005849,Card,239.34,0,0,239.34,Pending
PAY005538,RIDE005850,Cash,265.65,19.88,52.82,212.83,Paid
PAY005539,RIDE005851,Card,173.04,0,0,173.04,Paid
PAY005540,RIDE005852,UPI,265.79,0,0,265.79,Paid
PAY005541,RIDE005853,Card,431.55,16.88,72.83,358.72,Paid
PAY005542,RIDE005854,Wallet,112.45,0,0,112.45,Pending
PAY005543,RIDE005855,Cash,248.38,0,0,248.38,Paid
PAY005544,RIDE005856,UPI,394.03,0,0,394.03,Paid
PAY005545,RIDE005857,UPI,485.91,19.62,95.35,390.56,Paid
PAY005546,RIDE005858,UPI,469.46,0,0,469.46,Paid
PAY005547,RIDE005859,Wallet,203.31,22.96,46.69,156.62,Paid
PAY005548,RIDE005860,Wallet,198.57,0,0,198.57,Paid
PAY005549,RIDE005861,UPI,84.16,0,0,84.16,Pending
PAY005550,RIDE005862,UPI,225.04,0,0,225.04,Paid
PAY005551,RIDE005863,Wallet,199.28,11.39,22.69,176.59,Paid
PAY005552,RIDE005864,Wallet,70.62,20.75,14.65,55.97,Paid
PAY005553,RIDE005865,UPI,359.74,0,0,359.74,Paid
PAY005554,RIDE005866,Wallet,390.44,0,0,390.44,Paid
PAY005555,RIDE005867,Wallet,424.94,21.61,91.84,333.1,Paid
PAY005556,RIDE005868,Cash,74.38,0,0,74.38,Paid
PAY005557,RIDE005869,Cash,84.59,18.61,15.74,68.85,Paid
PAY005558,RIDE005870,Card,330.3,0,0,330.3,Paid
PAY005559,RIDE005871,Card,307.86,15.02,46.25,261.61,Paid
PAY005560,RIDE005872,Wallet,62.04,0,0,62.04,Paid
PAY005561,RIDE005873,Wallet,459.38,21.24,97.55,361.83,Paid
PAY005562,RIDE005874,Cash,199.99,23.07,46.14,153.85,Paid
PAY005563,RIDE005875,Card,281.03,0,0,281.03,Paid
